,Unnamed: 0,Age,Month,Site,Departamento,Municipio,Empresa,Estrato 1_Suscriptores,Estrato 2_Suscriptores,Estrato 3_Suscriptores,Estrato 4_Suscriptores,Estrato 5_Suscriptores,Estrato 6_Suscriptores,Industrial_Suscriptores,Comercial_Suscriptores,Oficial_Suscriptores,Otros_Suscriptores,Estrato 1_Consumo,Estrato 2_Consumo,Estrato 3_Consumo,Estrato 4_Consumo,Estrato 5_Consumo,Estrato 6_Consumo,Industrial_Consumo,Comercial_Consumo,Oficial_Consumo,Otros_Consumo,Estrato 1_Valor Consumo,Estrato 2_Valor Consumo,Estrato 3_Valor Consumo,Estrato 4_Valor Consumo,Estrato 5_Valor Consumo,Estrato 6_Valor Consumo,Industrial_Valor Consumo,Comercial_Valor Consumo,Oficial_Valor Consumo,Otros_Valor Consumo,Estrato 1_Consumo Por Suscritor,Estrato 2_Consumo Por Suscritor,Estrato 3_Consumo Por Suscritor,Estrato 4_Consumo Por Suscritor,Estrato 5_Consumo Por Suscritor,Estrato 6_Consumo Por Suscritor,Industrial_Consumo Por Suscritor,Comercial_Consumo Por Suscritor,Oficial_Consumo Por Suscritor,Otros_Consumo Por Suscritor,Estrato 1_Valor Por Suscritor,Estrato 2_Valor Por Suscritor,Estrato 3_Valor Por Suscritor,Estrato 4_Valor Por Suscritor,Estrato 5_Valor Por Suscritor,Estrato 6_Valor Por Suscritor,Industrial_Valor Por Suscritor,Comercial_Valor Por Suscritor,Oficial_Valor Por Suscritor,Otros_Valor Por Suscritor,Estrato 1_Precio por Vatio,Estrato 2_Precio por Vatio,Estrato 3_Precio por Vatio,Estrato 4_Precio por Vatio,Estrato 5_Precio por Vatio,Estrato 6_Precio por Vatio,Industrial_Precio por Vatio,Comercial_Precio por Vatio,Oficial_Precio por Vatio,Otros_Precio por Vatio
209764,456,2018,Marzo,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,1.0,,,,,,,,4810.0,,531.0,,,,,,,,1842857.0,,255588.0,,,,,,,,4810.0,,531.0,,,,,,,,1842857.0,,255588.0,,,,,,,,383.1303534303534,,481.3333333333333,
210468,1160,2018,Marzo,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,504.0,4992.0,127.0,,,,9.0,280.0,23.0,5.0,55191.0,581085.0,18277.0,,,,79710.0,126674.0,37635.0,54569.0,28491964.88,300456725.04,9404339.18,,,,34804802.57,64367749.02,17659049.68,24890520.74,109.50595238095238,116.4032451923077,143.91338582677164,,,,8856.666666666666,452.40714285714284,1636.304347826087,10913.8,56531.67634920635,60187.64524038462,74049.9148031496,,,,3867200.2855555555,229884.81792857143,767784.7686956521,4978104.148,516.2429541048359,517.061574537288,514.5450117634185,,,,436.64286250156823,508.13702117245845,469.21880377308355,456.129317744507
211273,1965,2018,Marzo,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,3.0,2.0,,,,,,,,,27502.0,38194.0,,,,,,,,,9738796.0,15840796.0,,,,,,,,,9167.333333333334,19097.0,,,,,,,,,3246265.3333333335,7920398.0,,,,,,,,,354.11228274307325,414.7456668586689,,
212379,993,2013,Enero,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,72017.0,20501.0,,,,,,,,,23118084.0,7509290.0,,,,,,,,,14403.4,20501.0,,,,,,,,,4623616.8,7509290.0,,,,,,,,,321.00870627768444,366.28896151407247,,
212442,1056,2013,Enero,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,24425.0,,,,,,,,,,6198187.0,,,,,,,,,,24425.0,,,,,,,,,,6198187.0,,,,,,,,,,253.7640532241556,,,
213686,1239,2005,Diciembre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,2.0,,,,,,,,,,8471.0,,,,,,,,,,1882388.0,,,,,,,,,,4235.5,,,,,,,,,,941194.0,,,,,,,,,,222.21555896588362,,,
214501,800,2007,Agosto,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,18.0,98.0,9.0,,1.0,1.0,46.0,8.0,1.0,,5027.0,26840.0,6495.0,,5181.0,365.0,1408585.0,9466.0,1000.0,,1481404.9,7917178.39,1859766.63,,1376280.84,110996.5,239278612.14,2522646.77,265640.0,,279.27777777777777,273.8775510204082,721.6666666666666,,5181.0,365.0,30621.41304347826,1183.25,1000.0,,82300.27222222222,80787.53459183674,206640.73666666666,,1376280.84,110996.5,5201708.959565217,315330.84625,265640.0,,294.68965585836486,294.9768401639344,286.33820323325637,,265.64000000000004,304.1,169.87161736068464,266.49553877033594,265.64,
214717,1016,2007,Agosto,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,28599.0,15470.0,,,,,,,,,5526193.0,3765168.0,,,,,,,,,5719.8,15470.0,,,,,,,,,1105238.6,3765168.0,,,,,,,,,193.23028777229973,243.38513251454427,,
215765,1014,2013,Julio,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,92256.0,19797.0,,,,,,,,,28356019.0,6856187.0,,,,,,,,,18451.2,19797.0,,,,,,,,,5671203.8,6856187.0,,,,,,,,,307.36232873742625,346.3245441228469,,
216200,362,2015,Agosto,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,11571.0,,,,,,,,,,3688980.0,,,,,,,,,,11571.0,,,,,,,,,,3688980.0,,,,,,,,,,318.8125486129116,,,
217004,1166,2015,Agosto,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,450.0,4612.0,139.0,,1.0,,9.0,249.0,21.0,2.0,50840.0,550133.0,25413.0,,6570.0,,95251.0,121570.0,31318.0,77613.0,21226104.05,229902430.39,10623801.12,,2426432.4,,30418298.07,47807561.81,11781378.1,23082156.48,112.97777777777777,119.28295750216826,182.8273381294964,,6570.0,,10583.444444444445,488.2329317269076,1491.3333333333333,38806.5,47169.120111111115,49848.74900043365,76430.22388489208,,2426432.4,,3379810.8966666665,191998.24020080324,561018.0047619047,11541078.24,417.5079474822974,417.9033622596717,418.0459261008145,,369.32,,319.3488579647457,393.2513104384306,376.1855195095472,297.40064782961616
217653,1815,2015,Agosto,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,3.0,1.0,,,,,,,,,61106.0,12230.0,,,,,,,,,18850347.0,4858679.0,,,,,,,,,20368.666666666668,12230.0,,,,,,,,,6283449.0,4858679.0,,,,,,,,,308.4860242856675,397.27547015535566,,
218886,1124,2015,Septiembre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,1.0,1.0,,,,,,,,,13696.0,19144.0,,,,,,,,,6141037.0,8543699.0,,,,,,,,,13696.0,19144.0,,,,,,,,,6141037.0,8543699.0,,,,,,,,,448.38179030373834,446.28599038863354,,
219738,761,2006,Noviembre,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,359.0,2370.0,34.0,9.0,8.0,13.0,52.0,49.0,14.0,,70681.0,593272.0,19850.0,5852.0,6935.0,12235.0,2033417.99,58419.0,25039.0,,21536478.2,180571057.4,5522427.03,1603741.37,2063373.17,3564897.45,319053187.39,17383067.81,6668059.18,,196.88300835654596,250.32573839662447,583.8235294117648,650.2222222222222,866.875,941.1538461538462,39104.19211538461,1192.2244897959183,1788.5,,59990.18997214484,76190.31957805908,162424.3244117647,178193.48555555556,257921.64625,274222.8807692308,6135638.219038461,354756.48591836734,476289.9414285714,,304.6996816683408,304.36470522795616,278.20791083123424,274.0501315789474,297.5303777937996,291.3688148753576,156.90487099014996,297.55846231534264,266.30692839170894,
219923,946,2006,Noviembre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,,,1.0,,,,,,,30410.0,,,14060.0,,,,,,,6136191.0,,,2774121.0,,,,,,,6082.0,,,14060.0,,,,,,,1227238.2,,,2774121.0,,,,,,,201.7820124958895,,,197.30590327169276
221954,1830,2016,Febrero,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,3.0,2.0,,,,,,,,,28200.0,42561.0,,,,,,,,,11260645.0,18541185.0,,,,,,,,,9400.0,21280.5,,,,,,,,,3753548.3333333335,9270592.5,,,,,,,,,399.3136524822695,435.6379079438923,,
223235,1173,2015,Octubre,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,451.0,4623.0,139.0,,1.0,,9.0,256.0,21.0,2.0,60323.0,548812.0,25808.0,,3882.0,,103860.0,135589.0,33376.0,77720.0,25829432.42,235179006.99,11064405.76,,1465843.2,,33856298.53,54832850.6,12961400.29,24080263.62,133.75388026607538,118.71338957386978,185.66906474820144,,3882.0,,11540.0,529.64453125,1589.3333333333333,38860.0,57271.46878048781,50871.513517196625,79600.04143884892,,1465843.2,,3761810.947777778,214190.82265625,617209.5376190476,12040131.81,428.18547519188377,428.5238059481207,428.71999999999997,,377.59999999999997,,325.98015145388024,404.4048602762761,388.3449271931927,309.8335514668039
223936,1874,2015,Octubre,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,3.0,1.0,,,,,,,,,31983.0,12325.0,,,,,,,,,10821246.0,5430935.0,,,,,,,,,10661.0,12325.0,,,,,,,,,3607082.0,5430935.0,,,,,,,,,338.34368258137135,440.64381338742396,,
225237,1069,2013,Julio,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,255.0,4371.0,167.0,,,,15.0,247.0,14.0,7.0,30701.0,518928.0,30305.0,,,,258115.0,98896.0,24429.0,102213.0,10276258.46,173905968.84,10111869.35,,,,65894659.16,32935463.13,8361461.82,30499166.06,120.39607843137254,118.72065888812628,181.46706586826346,,,,17207.666666666668,400.3886639676113,1744.9285714285713,14601.857142857143,40299.05278431373,39786.31179135209,60550.11586826347,,,,4392977.277333333,133341.95599190283,597247.2728571428,4357023.722857143,334.7206429757989,335.12542942373506,333.67,,,,255.29186277434474,333.0312968168581,342.27605796389537,298.3883269251465
226117,1949,2013,Julio,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,,1.0,,,,,,,,,,11694.0,,,,,,,,,,4254007.0,,,,,,,,,,11694.0,,,,,,,,,,4254007.0,,,,,,,,,,363.7768941337438,,
226977,767,2012,Febrero,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,21.0,59.0,7.0,,,1.0,14.0,12.0,1.0,30.0,6130.0,15642.0,5118.0,,,667.0,147693.0,45652.0,680.0,88797.0,2334635.27,5889114.78,1901442.18,,,257935.57,39991567.2,16461360.35,238938.4,44212800.61,291.9047619047619,265.1186440677966,731.1428571428571,,,667.0,10549.5,3804.3333333333335,680.0,2959.9,111173.1080952381,99815.50474576272,271634.59714285715,,,257935.57,2856540.5142857144,1371780.0291666666,238938.4,1473760.0203333334,380.85404078303424,376.4937207518221,371.52055099648305,,,386.71000000000004,270.77496699234223,360.58355274686755,351.38,497.9087200018019
227240,1030,2012,Febrero,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,21662.0,10572.0,,,,,,,,,6311143.35,3230427.81,,,,,,,,,4332.4,10572.0,,,,,,,,,1262228.67,3230427.81,,,,,,,,,291.3462907395439,305.56449205448354,,
227284,1074,2012,Febrero,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,3370.0,,,,,,,,,,1266153.0,,,,,,,,,,3370.0,,,,,,,,,,1266153.0,,,,,,,,,,375.713056379822,,,
227746,457,2007,Marzo,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,22372.0,,,,,,,,,,5004903.0,,,,,,,,,,22372.0,,,,,,,,,,5004903.0,,,,,,,,,,223.71281065617737,,,
228400,1111,2007,Marzo,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,173.0,3584.0,221.0,,,,22.0,214.0,17.0,3.0,20203.0,440935.0,32314.0,,,,1129751.66,85024.0,25267.0,90052.0,6193835.74,134992409.41,9906492.22,,,,197380394.34,25548881.49,7387502.16,21799373.52,116.78034682080924,123.02873883928571,146.21719457013575,,,,51352.348181818175,397.30841121495325,1486.2941176470588,30017.333333333332,35802.5187283237,37665.292804129465,44825.75665158372,,,,8971836.106363637,119387.29668224299,434558.9505882353,7266457.84,306.58000000000004,306.15036096023226,306.5696670173919,,,,174.71131163462954,300.4902320521265,292.37749475600583,242.0753955492382
229425,438,2017,Julio,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,,,1.0,,,,,,,,,,352.0,,,,,,,,,,160792.0,,,,,,,,,,352.0,,,,,,,,,,160792.0,,,,,,,,,,456.79545454545456,
230870,1883,2017,Julio,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,3.0,2.0,,,,,,,,,21153.0,38733.0,,,,,,,,,7550331.0,15865415.0,,,,,,,,,7051.0,19366.5,,,,,,,,,2516777.0,7932707.5,,,,,,,,,356.9390157424479,409.60976428368576,,
231357,377,2004,Julio,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,516.0,,,,,,,,,,289547.0,,,,,,,,,,516.0,,,,,,,,,,289547.0,,,,,,,,,,561.1375968992248,,,
232101,1121,2004,Julio,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,156.0,3223.0,269.0,,,,15.0,205.0,24.0,5.0,21970.0,431840.0,43941.0,,,,102363.0,77575.0,23465.33,104157.0,6367014.0,124965330.0,12734677.0,,,,22541414.0,22025346.0,7090427.0,24660886.0,140.83333333333334,133.9869686627366,163.34944237918216,,,,6824.2,378.4146341463415,977.7220833333334,20831.4,40814.192307692305,38772.98479677319,47340.80669144981,,,,1502760.9333333333,107440.71219512195,295434.4583333333,4932177.2,289.80491579426484,289.37877454612817,289.81309028014834,,,,220.21056436407687,283.9232484692233,302.1660892900291,236.7664775291147
233326,976,2010,Junio,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,22.0,110.0,7.0,,1.0,1.0,45.0,14.0,,,4994.0,24688.0,4704.0,,5321.0,560.0,202823.0,26912.0,,,1861716.5,9289726.82,1731691.8,,1832445.98,213024.0,43851843.38,8339181.64,,,227.0,224.43636363636364,672.0,,5321.0,560.0,4507.177777777778,1922.2857142857142,,,84623.47727272728,84452.062,247384.54285714286,,1832445.98,213024.0,974485.4084444445,595655.8314285714,,,372.79064877853426,376.285110985094,368.1317602040816,,344.38,380.4,216.20744876074212,309.8685211058264,,
233564,1214,2010,Junio,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,41406.0,11381.0,,,,,,,,,12564685.0,3912824.0,,,,,,,,,8281.2,11381.0,,,,,,,,,2512937.0,3912824.0,,,,,,,,,303.45082838236004,343.80318073982954,,
233602,1252,2010,Junio,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,470.0,,,,,,,,,,132466.0,,,,,,,,,,470.0,,,,,,,,,,132466.0,,,,,,,,,,281.84255319148934,,,
234134,371,2009,Junio,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,3707.0,,,,,,,,,,1004458.0,,,,,,,,,,3707.0,,,,,,,,,,1004458.0,,,,,,,,,,270.96250337199893,,,
234897,1134,2009,Junio,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,185.0,3760.0,193.0,,,,18.0,226.0,16.0,1.0,24847.0,469747.0,28033.0,,,,135980.0,93902.0,24912.0,99964.0,9329551.56,176308346.45,10524854.04,,,,37831972.19,1283984.4,8693096.16,30225580.52,134.30810810810812,124.93271276595745,145.24870466321244,,,,7554.444444444444,415.49557522123894,1557.0,99964.0,50430.008432432434,46890.51767287234,54532.92248704663,,,,2101776.2327777776,5681.346902654866,543318.51,30225580.52,375.48,375.3261786663885,375.4451553526201,,,,278.2171803941756,13.673664032714957,348.95215799614647,302.36465647633145
235891,266,2003,Febrero,Rural,VALLE DEL CAUCA,GUACARI,COMERCIALIZAR S.A. E.S.P. EN LIQUIDACION,,,,,,,1.0,,,,,,,,,,10833.0,,,,,,,,,,1744107.0,,,,,,,,,,10833.0,,,,,,,,,,1744107.0,,,,,,,,,,160.9994461368042,,,
236509,884,2003,Febrero,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,3.0,102.0,1.0,,,,63.0,6.0,1.0,,485.0,39048.0,600.0,,,,720575.0,3112.0,800.0,,105123.0,8463742.0,130050.0,,,,119461967.0,674525.0,216750.0,,161.66666666666666,382.8235294117647,600.0,,,,11437.698412698413,518.6666666666666,800.0,,35041.0,82977.86274509804,130050.0,,,,1896221.6984126985,112420.83333333333,216750.0,,216.74845360824744,216.7522536365499,216.75,,,,165.78699927141517,216.74967866323908,270.9375,
236994,394,2008,Julio,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,,1.0,,,,,,,,,,8813.0,,,,,,,,,,2251787.0,,,,,,,,,,8813.0,,,,,,,,,,2251787.0,,,,,,,,,,255.50743220242822,,
237739,1139,2008,Julio,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,181.0,3665.0,200.0,,,,20.0,228.0,16.0,1.0,23279.0,467082.0,28975.0,,,,128902.0,106088.0,29395.0,102028.0,7928594.61,158876384.19,9868595.25,,,,34405796.16,35527634.65,9339274.99,28772259.65,128.61325966850828,127.44392905866303,144.875,,,,6445.1,465.29824561403507,1837.1875,102028.0,43804.39011049724,43349.62733697135,49342.97625,,,,1720289.8079999997,155822.95899122805,583704.686875,28772259.65,340.59000000000003,340.14666416175316,340.59,,,,266.9143702968146,334.8883441105497,317.71644803538015,282.0035642176657
239387,1109,2014,Marzo,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,50279.0,20906.0,,,,,,,,,18618589.0,8437045.0,,,,,,,,,10055.8,20906.0,,,,,,,,,3723717.8,8437045.0,,,,,,,,,370.30547544700573,403.5705060748111,,
239906,439,2017,Septiembre,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,,,1.0,,,,,,,,,,449.0,,,,,,,,,,207866.0,,,,,,,,,,449.0,,,,,,,,,,207866.0,,,,,,,,,,462.9532293986637,
241352,1885,2017,Septiembre,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,3.0,2.0,,,,,,,,,20311.0,37804.0,,,,,,,,,7115385.0,15389838.0,,,,,,,,,6770.333333333333,18902.0,,,,,,,,,2371795.0,7694919.0,,,,,,,,,350.3217468366895,407.0954925404719,,
241777,314,2011,Febrero,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,5771.0,,,,,,,,,,1576433.0,,,,,,,,,,5771.0,,,,,,,,,,1576433.0,,,,,,,,,,273.1646161843701,,,
242486,1023,2011,Febrero,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,217.0,3943.0,181.0,,,1.0,12.0,241.0,16.0,6.0,30894.0,494259.0,26709.0,,,669.0,179793.0,102552.0,24662.0,138834.0,11373939.68,185239250.04,10009464.84,,,227473.38,46062954.66,37421484.0,8495840.78,40430390.73,142.36866359447004,125.351001775298,147.5635359116022,,,669.0,14982.75,425.52697095435684,1541.375,23139.0,52414.46857142857,46979.26706568602,55300.910718232044,,,227473.38,3838579.5549999997,155275.867219917,530990.04875,6738398.454999999,368.1601501909756,374.7817440653584,374.76000000000005,,,340.02,256.1999335902955,364.9025274982448,344.4911515692158,291.21390098967106
243518,442,2007,Junio,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,2715.0,,,,,,,,,,666884.0,,,,,,,,,,2715.0,,,,,,,,,,666884.0,,,,,,,,,,245.62946593001843,,,
244172,1096,2007,Junio,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,173.0,3580.0,217.0,,,,19.0,215.0,17.0,1.0,21666.0,435705.0,31941.0,,,,126340.0,85708.0,27343.0,89708.0,6656803.41,133842985.92,9817385.76,,,,28199450.76,26006017.59,7959300.59,21568821.83,125.23699421965318,121.70530726256983,147.19354838709677,,,,6649.473684210527,398.6418604651163,1608.4117647058824,89708.0,38478.632427745666,37386.30891620112,45241.40903225807,,,,1484181.6189473686,120958.2213488372,468194.15235294116,21568821.83,307.2465342010523,307.1871700347712,307.36,,,,223.20287129966758,303.42578977458345,291.090977215375,240.4336495072903
245040,371,2009,Marzo,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,10574.0,,,,,,,,,,2922595.0,,,,,,,,,,10574.0,,,,,,,,,,2922595.0,,,,,,,,,,276.3944581047853,,,
245765,1096,2009,Marzo,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,186.0,3748.0,195.0,,,,18.0,228.0,16.0,1.0,25194.0,470284.0,27594.0,,,,146145.0,91833.0,25908.0,99963.0,9134682.81,170249632.29,10006688.16,,,,41979047.78,1088635.0,8717405.67,29779417.91,135.4516129032258,125.47598719316969,141.5076923076923,,,,8119.166666666667,402.7763157894737,1619.25,99963.0,49111.19790322581,45424.12814567769,51316.34953846154,,,,2332169.321111111,4774.714912280701,544837.854375,29779417.91,362.5737401762325,362.01451099760993,362.64,,,,287.2424494851004,11.8545076388662,336.4754388605836,297.90440372937985
247425,1094,2005,Noviembre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,2.0,,,,,,,,,,4217.0,,,,,,,,,,937287.0,,,,,,,,,,2108.5,,,,,,,,,,468643.5,,,,,,,,,,222.26393170500356,,,
248329,889,2017,Febrero,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,1.0,1.0,,,,,,,,,5373.0,17044.0,,,,,,,,,2560874.0,8125122.0,,,,,,,,,5373.0,17044.0,,,,,,,,,2560874.0,8125122.0,,,,,,,,,476.61902103108133,476.71450363764376,,
248943,375,2016,Noviembre,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,,,1.0,,,,,,,,,,372.0,,,,,,,,,,163485.0,,,,,,,,,,372.0,,,,,,,,,,163485.0,,,,,,,,,,439.4758064516129,
250424,1856,2016,Noviembre,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,3.0,2.0,,,,,,,,,12333.0,41449.0,,,,,,,,,4404706.0,16003556.0,,,,,,,,,4111.0,20724.5,,,,,,,,,1468235.3333333333,8001778.0,,,,,,,,,357.1479769723506,386.1023426379406,,
250933,402,2008,Noviembre,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,5716.0,,,,,,,,,,1524278.0,,,,,,,,,,5716.0,,,,,,,,,,1524278.0,,,,,,,,,,266.6686494051784,,,
251648,1117,2008,Noviembre,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,184.0,3703.0,198.0,,,,20.0,228.0,16.0,1.0,22847.0,468712.0,29450.0,,,,167829.0,96718.0,30318.0,102028.0,8075716.0,165370623.66,10410035.81,,,,46295714.62,33763560.27,9908637.93,30301075.39,124.16847826086956,126.57628949500405,148.73737373737373,,,,8391.45,424.20175438596493,1894.875,102028.0,43889.760869565216,44658.55351336754,52575.938434343436,,,,2314785.7309999997,148085.79065789474,619289.870625,30301075.39,353.4694270582571,352.81926568980526,353.4816913412564,,,,275.8505062891395,349.09282935958146,326.82360083118937,296.98784049476615
252633,439,2006,Noviembre,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,6270.0,,,,,,,,,,1461014.0,,,,,,,,,,6270.0,,,,,,,,,,1461014.0,,,,,,,,,,233.0165869218501,,,
253247,1053,2006,Noviembre,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,173.0,3548.0,228.0,,,,15.0,214.0,22.0,2.0,21087.0,441700.0,32872.0,,,,63690.0,74836.0,31985.0,89431.68,6528707.48,136593050.89,10177287.27,,,,16308243.12,22748091.28,9808677.43,21770564.4,121.89017341040463,124.49267192784667,144.17543859649123,,,,4246.0,349.70093457943926,1453.8636363636363,44715.84,37738.193526011564,38498.605098647124,44637.22486842105,,,,1087216.2079999999,106299.49196261683,445848.97409090906,10885282.2,309.6081699625362,309.2439458682364,309.60353096860547,,,,256.05657277437587,303.97257042065314,306.6649188682195,243.43235417248115
254789,1123,2020,Enero,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,10248.0,,,,,,,,,,6361582.0,,,,,,,,,,10248.0,,,,,,,,,,6361582.0,,,,,,,,,,620.7632708821234,,,
